NAME, LAT, LON, RAW, HITS, SCORE
Mount Abraham ME, 44.97220, -70.3264, 44.97220&deg;N / 70.3264&deg;W, 29214 , 83.28
Acker Rock, 43.05300, -122.644, 43.05300&deg;N / 122.644&deg;W, 23176 , 90.13
AB Mountain, 59.52889, -135.28333, 59.52889&deg;N / 135.28333&deg;W, 16255 , 74.92
Adams Peak, 32.03390, -110.1157, 32.03390&deg;N / 110.1157&deg;W, 6396 , 81.84
Abajo Peak, 37.83900, -109.462, 37.83900&deg;N / 109.462&deg;W, 35145 , 86.41
Abernathy Peak, 48.48000, -120.517, 48.48000&deg;N / 120.517&deg;W, 21409 , 86.37
Mount Achonee, 40.07250, -105.6784, 40.07250&deg;N / 105.6784&deg;W, 17897 , 85.87
Mount Adams, 44.08700, -74.026, 44.08700&deg;N / 74.026&deg;W, 19363 , 80.49
Acropole des Draveurs, 49.75000, -70.55, 49.75000&deg;N / 70.55&deg;W, 23451 , 87.31
Punta di l'Acellu, 41.80030, 9.21461, 41.80030&deg;N / 9.21461&deg;E, 6171 , 82.48
Adams Mount, 38.00750, -105.6042, 38.00750&deg;N / 105.6042&deg;W, 34116 , 87.76
Mount Adams, 44.32000, -71.291, 44.32000&deg;N / 71.291&deg;W, 82343 , 94.95
Mount Adams, 46.20280, -121.4894, 46.20280&deg;N / 121.4894&deg;W, 373649 , 99.8
Abercrombie Mountain, 48.92830, -117.4589, 48.92830&deg;N / 117.4589&deg;W, 41287 , 93.34
Aconcagua, -32.65, -70, 32.65&deg;S / 70&deg;W, 390386 , 100
Agulhinha da Gávea, -22.98519, -43.27727, 22.98519&deg;S / 43.27727&deg;W, 3666 , 71.06
Adobe Mesa, 38.62910, -109.3173, 38.62910&deg;N / 109.3173&deg;W, 19774 , 84.82
Adventure Punks Wall 5.10a-5.11d, 36.11579, -115.50536, 36.11579&deg;N / 115.50536&deg;W, 3506 , 79.04
Mount Agamenticus, 43.22310, -70.692, 43.22310&deg;N / 70.692&deg;W, 11764 , 75.07
Volcan de Agua, 14.46500, -90.743, 14.46500&deg;N / 90.743&deg;W, 20493 , 74.72
Adi, 43.02875, -1.47217, 43.02875&deg;N / 1.47217&deg;W, 10900 , 83.69
Adobe Peak, 38.20850, -105.1921, 38.20850&deg;N / 105.1921&deg;W, 5835 , 84.82
Mount Aeneas, 50.42671, -115.78386, 50.42671&deg;N / 115.78386&deg;W, 5468 , 81.18
Agüerri, 42.79870, -0.6716, 42.79870&deg;N / 0.6716&deg;W, 5548 , 82.96
Aguja de Alba, 42.65492, 0.61841, 42.65492&deg;N / 0.61841&deg;E, 3481 , 75.81
Agrihan, 18.76762, 145.66576, 18.76762&deg;N / 145.66576&deg;E, 2073 , 80.49
Agulha do Diabo, -22.4624, -43.0242, 22.4624&deg;S / 43.0242&deg;W, 10442 , 74.01
Afentis  / Αφέντης, 35.17002, 25.39967, 35.17002&deg;N / 25.39967&deg;E, 1765 , 76.47
Mount Agassiz (Desolation), 38.85770, -120.1692, 38.85770&deg;N / 120.1692&deg;W, 29355 , 83.1
Aftershock Wall 5.10a-5.11b, 37.19330, -113.6425, 37.19330&deg;N / 113.6425&deg;W, 3950 , 81.18
Ararat, 39.46747, 44.41017, 39.46747&deg;N / 44.41017&deg;E, 35850 , 94.25
Adelsfelsen, 49.07913, 7.75106, 49.07913&deg;N / 7.75106&deg;E, 4983 , 80.25
Mount Agassiz, 37.11186, -118.53081, 37.11186&deg;N / 118.53081&deg;W, 69874 , 96.06
Aguglia di Goloritzé, 40.10703, 9.69054, 40.10703&deg;N / 9.69054&deg;E, 9432 , 93.04
Aiguille d'Entrèves, 45.84380, 6.91604, 45.84380&deg;N / 6.91604&deg;E, 18865 , 93.81
Aiguille de Blaitière, 45.89930, 6.91360, 45.89930&deg;N / 6.91360&deg;E, 21220 , 87.71
Adolfo Calle, -32.972, -69.40242, 32.972&deg;S / 69.40242&deg;W, 14196 , 85.36
Afentis Christos / Αφέντης Χριστός, 35.09282, 25.47123, 35.09282&deg;N / 25.47123&deg;E, 2844 , 78.85
Aid Box, 38.99070, -77.2485, 38.99070&deg;N / 77.2485&deg;W, 6920 , 81.17
Aiguille Croux, 45.80570, 6.88740, 45.80570&deg;N / 6.88740&deg;E, 12232 , 85.36
Agassiz Peak, 35.32580, -111.6772, 35.32580&deg;N / 111.6772&deg;W, 33063 , 91.41
Agujas St-Exupery Raphael & de la S (Patagonia), -49.28848, -73.03825, 49.28848&deg;S / 73.03825&deg;W, 17501 , 94.24
Aguja Poincenot (Patagonia), -49.27959, -73.04016, 49.27959&deg;S / 73.04016&deg;W, 26976 , 95.27
Aiguille d'Artanavaz or d'Arterèva also Guglia d'Artereva, 45.83349, 7.07861, 45.83349&deg;N / 7.07861&deg;E, 1657 , 84.82
Aiguille Blanche de Peuterey, 45.82260, 6.88420, 45.82260&deg;N / 6.88420&deg;E, 35784 , 90.78
Aiguille d'Argentière, 45.96060, 7.01790, 45.96060&deg;N / 7.01790&deg;E, 51944 , 97.16
Adobe Range HP, 41.11363, -115.70837, 41.11363&deg;N / 115.70837&deg;W, 5869 , 85.36
Aiguille de Blaitière, 45.89930, 6.91360, 45.89930&deg;N / 6.91360&deg;E, 21220 , 87.71
Ahornspitze, 47.12715, 11.92429, 47.12715&deg;N / 11.92429&deg;E, 10750 , 78.29
AFPA Rock, 34.03926, -116.19442, 34.03926&deg;N / 116.19442&deg;W, 2949 , 85.87
Agulhas Negras, -22.3796, -44.6618, 22.3796&deg;S / 44.6618&deg;W, 10426 , 79.78
Agua Tibia Mountain, 33.40975, -116.98197, 33.40975&deg;N / 116.98197&deg;W, 18531 , 79.04
Hohe Aifner Spitze, 47.10434, 10.73167, 47.10434&deg;N / 10.73167&deg;E, 4156 , 79.04
Afella 4043m, 31.05499, -7.95135, 31.05499&deg;N / 7.95135&deg;W, 4200 , 70.05
Cerro Ahuaca, -4.30413, -79.59475, 4.30413&deg;S / 79.59475&deg;W, 2458 , 77.48
Ahern Peak, 48.84399, -113.78471, 48.84399&deg;N / 113.78471&deg;W, 4395 , 79.78
Agung, -8.31809, 115.56939, 8.31809&deg;S / 115.56939&deg;E, 35406 , 87.75
Afentis Stavromenos / Αφέντης Σταυρομενοσ, 35.07966, 25.87543, 35.07966&deg;N / 25.87543&deg;E, 1827 , 74.01
Mount Agassiz, 40.71110, -110.8228, 40.71110&deg;N / 110.8228&deg;W, 21550 , 83.69
Agua Fria Peak, 36.36137, -105.2089, 36.36137&deg;N / 105.2089&deg;W, 5282 , 76.09
Agua Caliente Hill, 32.29540, -110.6659, 32.29540&deg;N / 110.6659&deg;W, 4398 , 81.18
Aiguille de Bellecombe, 45.84907, 7.09599, 45.84907&deg;N / 7.09599&deg;E, 812 , 82.48
Mont Blanc GROUP, 45.83120, 6.86770, 45.83120&deg;N / 6.86770&deg;E, 164166 , 99.96
Aiguille Des Glaciers, 45.77880, 6.80170, 45.77880&deg;N / 6.80170&deg;E, 15952 , 86.37
Aiguilles des Angroniettes, 45.87200, 7.09228, 45.87200&deg;N / 7.09228&deg;E, 4595 , 86.37
Aiguille de la Lex Blanche, 45.78698, 6.80380, 45.78698&deg;N / 6.80380&deg;E, 5383 , 75.81
Aiguille du Plat de la Selle, 44.96460, 6.22200, 44.96460&deg;N / 6.22200&deg;E, 9406 , 81.43
Airola Peak, 38.45764, -119.81541, 38.45764&deg;N / 119.81541&deg;W, 8172 , 82.48
Aiguille de la Tsa, 46.02155, 7.52250, 46.02155&deg;N / 7.52250&deg;E, 16430 , 89.01
Aiguille Noire de Peuterey, 45.82000, 6.89430, 45.82000&deg;N / 6.89430&deg;E, 33879 , 92.49
Aiguille de Talèfre, 45.90000, 7.00481, 45.90000&deg;N / 7.00481&deg;E, 3897 , 81.84
Aiguilles de Trélatéte, 45.79460, 6.80570, 45.79460&deg;N / 6.80570&deg;E, 14168 , 85.36
Aiguille de Chambeyron, 44.54780, 6.85800, 44.54780&deg;N / 6.85800&deg;E, 9812 , 78.27
Aiguille du Moine, 45.91660, 6.96170, 45.91660&deg;N / 6.96170&deg;E, 15953 , 72.13
Aiguille de Malatrà or di Malatrat, 45.83810, 7.07745, 45.83810&deg;N / 7.07745&deg;E, 800 , 78.27
Aiguille de Leisasse or Lesache, 45.85911, 7.11845, 45.85911&deg;N / 7.11845&deg;E, 4923 , 84.27
Aiguille de Toula, 45.84990, 6.92340, 45.84990&deg;N / 6.92340&deg;E, 14545 , 94.82
Aiguille de Leschaux, 45.88720, 7.00670, 45.88720&deg;N / 7.00670&deg;E, 14339 , 84.82
Aiguille de la Grande Sassière, 45.50532, 6.99988, 45.50532&deg;N / 6.99988&deg;E, 17997 , 93.75
Aiguille Savoie - Torre Rossa (Tour Rouge), 45.90491, 7.01741, 45.90491&deg;N / 7.01741&deg;E, 241 , 71.06
Aiguille de l'Aigle, 45.79505, 6.82992, 45.79505&deg;N / 6.82992&deg;E, 5495 , 86.85
Aiguille du Goûter, 45.85120, 6.83060, 45.85120&deg;N / 6.83060&deg;E, 17208 , 89.01
Aiplspitz, 47.67318, 11.92372, 47.67318&deg;N / 11.92372&deg;E, 6771 , 91.61
Aiguille du Tour, 45.99450, 7.01020, 45.99450&deg;N / 7.01020&deg;E, 38617 , 87.07
Aiguilles Marbrées, 45.85160, 6.94100, 45.85160&deg;N / 6.94100&deg;E, 6558 , 85.87
Aiguille du Refuge, 45.95204, 6.99413, 45.95204&deg;N / 6.99413&deg;E, 2522 , 89.77
Aiguille du Peigne, -69.96153, -178.94908, 69.96153&deg;S / 178.94908&deg;W, 13707 , 81.97
Aiguille de la Gandolière, 44.97170, 6.27750, 44.97170&deg;N / 6.27750&deg;E, 5343 , 77.48
Aiguille du Midi, 45.87890, 6.88780, 45.87890&deg;N / 6.88780&deg;E, 99738 , 97.94
Aiguille Savoie, 45.90940, 7.01340, 45.90940&deg;N / 7.01340&deg;E, 8705 , 84.82
Aiguille de Saulié or des Ceingles, 45.84987, 7.11320, 45.84987&deg;N / 7.11320&deg;E, 2832 , 84.82
Aiguille des Grands Charmoz, 45.90560, 6.91830, 45.90560&deg;N / 6.91830&deg;E, 19922 , 87.31
Aiguille Pierre André, 44.57380, 6.85270, 44.57380&deg;N / 6.85270&deg;E, 9635 , 87.5
Ailefroide, 44.88420, 6.35320, 44.88420&deg;N / 6.35320&deg;E, 22491 , 83.1
Aiguilles du Dru (or Les Drus), 45.93270, 6.95570, 45.93270&deg;N / 6.95570&deg;E, 77056 , 95.35
Aiguille de Rochefort, 45.86380, 6.96090, 45.86380&deg;N / 6.96090&deg;E, 40379 , 98.58
Aiguille Verte, 45.93550, 6.96860, 45.93550&deg;N / 6.96860&deg;E, 67529 , 98.85
Aiguille du Plan, 45.89070, 6.90770, 45.89070&deg;N / 6.90770&deg;E, 23455 , 89.4
Aiguille de Triolet, 45.91750, 7.02500, 45.91750&deg;N / 7.02500&deg;E, 27031 , 97.19
Aiguilles des Luisettes de Valsorey, 45.90660, 7.27990, 45.90660&deg;N / 7.27990&deg;E, 4493 , 85.87
Mount Aire, 40.72000, -111.6954, 40.72000&deg;N / 111.6954&deg;W, 19660 , 81.62
Aiguille Verte de Valsorey, 45.91742, 7.28943, 45.91742&deg;N / 7.28943&deg;E, 5176 , 88.61
Aiguille Orientale du Soreiller, 44.96680, 6.25714, 44.96680&deg;N / 6.25714&deg;E, 7186 , 84.82
Aiseo, 33.68975, 76.26379, 33.68975&deg;N / 76.26379&deg;E, 5154 , 79.04
The Candy Store, 36.58257, -118.11328, 36.58257&deg;N / 118.11328&deg;W, 4173 , 83.69
Thug Wall, 36.48465, -118.11338, 36.48465&deg;N / 118.11338&deg;W, 3172 , 86.85
Earthday Dome, 36.58577, -118.10683, 36.58577&deg;N / 118.10683&deg;W, 2602 , 89.01
Arizona Dome, 36.58790, -118.11114, 36.58790&deg;N / 118.11114&deg;W, 3664 , 86.85
Truffle Tower, 36.60757, -118.13369, 36.60757&deg;N / 118.13369&deg;W, 2724 , 84.27
Nut Towers, 36.60689, -118.1319, 36.60689&deg;N / 118.1319&deg;W, 2837 , 85.87
Schmaltz Rock 5.7-10b, 36.60602, -118.12951, 36.60602&deg;N / 118.12951&deg;W, 2650 , 81.18
Aitana, 38.65038, -0.25983, 38.65038&deg;N / 0.25983&deg;W, 4584 , 76.66
Cattle Pocket, 36.60476, -118.12771, 36.60476&deg;N / 118.12771&deg;W, 5090 , 95.35
Lost Eye to the Moon, 36.60551, -118.12745, 36.60551&deg;N / 118.12745&deg;W, 3443 , 91.14
Akrafjall, 64.34359, -21.94527, 64.34359&deg;N / 21.94527&deg;W, 7122 , 89.01
The Corridors East End, 36.60541, -118.12764, 36.60541&deg;N / 118.12764&deg;W, 3347 , 83.69
Rocky Top, 36.58459, -118.1132, 36.58459&deg;N / 118.1132&deg;W, 3037 , 85.87
Al West Peak, 44.17771, -113.80051, 44.17771&deg;N / 113.80051&deg;W, 5834 , 86.85
Mount Ajo, 32.03000, -112.69, 32.03000&deg;N / 112.69&deg;W, 13960 , 87.42
Sunday Matinee Wall, 36.60492, -118.12848, 36.60492&deg;N / 118.12848&deg;W, 2710 , 86.85
Nice Tower 5.9-10b, 36.60595, -118.13101, 36.60595&deg;N / 118.13101&deg;W, 1995 , 80.49
Ahkka, 67.57677, 17.48199, 67.57677&deg;N / 17.48199&deg;E, 16018 , 86.21
Southern Blonde, 36.58323, -118.11543, 36.58323&deg;N / 118.11543&deg;W, 2735 , 85.87
Aizkorri, 42.95140, -2.3258, 42.95140&deg;N / 2.3258&deg;W, 8474 , 80.49
Ajusco, 19.04000, -99.26, 19.04000&deg;N / 99.26&deg;W, 24290 , 82.93
Hoodgie Wall, 36.60788, -118.13335, 36.60788&deg;N / 118.13335&deg;W, 4389 , 88.61
Peter Gabriel Cliff, 36.58523, -118.11126, 36.58523&deg;N / 118.11126&deg;W, 3718 , 87.31
DXM Wall, 36.60612, -118.13092, 36.60612&deg;N / 118.13092&deg;W, 2079 , 83.69
Whitney Cave, 36.58206, -118.10406, 36.58206&deg;N / 118.10406&deg;W, 5937 , 86.37
Elephant Rock & Leaning Tower of Pizza, 36.60614, -118.13055, 36.60614&deg;N / 118.13055&deg;W, 4132 , 89.77
Alabama Dome, 36.58591, -118.11437, 36.58591&deg;N / 118.11437&deg;W, 4175 , 87.76
Cima Al Bal, 45.83980, 10.79920, 45.83980&deg;N / 10.79920&deg;E, 710 , 82.48
Ajax Peak, 45.33000, -113.73, 45.33000&deg;N / 113.73&deg;W, 26464 , 91.96
Mount Aix, 46.79500, -121.2558, 46.79500&deg;N / 121.2558&deg;W, 28777 , 91.7
Oz, 36.61467, -118.1068, 36.61467&deg;N / 118.1068&deg;W, 3698 , 86.37
Alam Kooh, 36.37536, 50.96128, 36.37536&deg;N / 50.96128&deg;E, 43027 , 95.88
The Hideout, 36.59741, -118.12888, 36.59741&deg;N / 118.12888&deg;W, 2804 , 86.85
Pillar of Thoth 5.7-11a, 36.60574, -118.12968, 36.60574&deg;N / 118.12968&deg;W, 2205 , 84.82
Alaneh Sarband & Sebrar, 36.29638, 51.02201, 36.29638&deg;N / 51.02201&deg;E, 3459 , 84.27
Alamo Mountain, 34.66600, -118.959, 34.66600&deg;N / 118.959&deg;W, 11058 , 80.49
Alamo Hueco Highpoint, 31.44790, -108.3644, 31.44790&deg;N / 108.3644&deg;W, 8907 , 77.48
Alam Kooh Shakhak Number 1, 36.37560, 50.96440, 36.37560&deg;N / 50.96440&deg;E, 16649 , 89.51
Mount Alander, 42.08676, -73.47073, 42.08676&deg;N / 73.47073&deg;W, 23088 , 79.41
Alamo Mountain, 32.03224, -105.63784, 32.03224&deg;N / 105.63784&deg;W, 7264 , 79.78
Alamoot Castle (The Alamoot Valley), 36.00000, 50.58330, 36.00000&deg;N / 50.58330&deg;E, 19096 , 82.48
Alaneh Sar, 36.30783, 50.99900, 36.30783&deg;N / 50.99900&deg;E, 5708 , 94.02
Alba Pico de, 42.65561, 0.62038, 42.65561&deg;N / 0.62038&deg;E, 7367 , 87.31
Pirineos: Benasque, 42.63110, 0.68140, 42.63110&deg;N / 0.68140&deg;E, 14119 , 83.1
Alba Pico de, 42.65561, 0.62038, 42.65561&deg;N / 0.62038&deg;E, 7367 , 87.31
Alancic / Rozanski Vrh / Seravski Vrh, 44.72520, 14.98000, 44.72520&deg;N / 14.98000&deg;E, 14366 , 89.77
Alaska Mountain, 47.46326, -121.34674, 47.46326&deg;N / 121.34674&deg;W, 10575 , 85.87
Maladeta Massif, 42.64240, 0.66340, 42.64240&deg;N / 0.66340&deg;E, 19295 , 87.76
Albaron di Savoia, 45.33284, 7.10223, 45.33284&deg;N / 7.10223&deg;E, 9085 , 90.13
Alblitkopf, 47.08560, 10.33754, 47.08560&deg;N / 10.33754&deg;E, 537 , 83.1
Albrist, 46.49700, 7.48950, 46.49700&deg;N / 7.48950&deg;E, 4144 , 84.27
Punta da l' Albigna, 46.33241, 9.65999, 46.33241&deg;N / 9.65999&deg;E, 11177 , 80.61
Albert Mountain, 35.05240, -83.4775, 35.05240&deg;N / 83.4775&deg;W, 18922 , 83.83
Alder Peak, 35.88470, -121.36982, 35.88470&deg;N / 121.36982&deg;W, 5945 , 85.87
Mount Alderson, 49.02363, -113.96976, 49.02363&deg;N / 113.96976&deg;W, 4875 , 84.27
Aldrich Butte, 45.65335, -121.97992, 45.65335&deg;N / 121.97992&deg;W, 1127 , 79.04
Alberta Jam 5.9-5.13aR, 51.32149, -115.34082, 51.32149&deg;N / 115.34082&deg;W, 3259 , 82.48
Alberta Mount, 52.30000, -117.4666, 52.30000&deg;N / 117.4666&deg;W, 29455 , 92.55
Alberta Peak, 37.45579, -106.79503, 37.45579&deg;N / 106.79503&deg;W, 1904 , 82.48
Alexandra Peak, 49.73756, -125.49176, 49.73756&deg;N / 125.49176&deg;W, 6905 , 82.48
Alexander Mountain, 40.42741, -105.25108, 40.42741&deg;N / 105.25108&deg;W, 6432 , 83.69
Alféo, 44.63190, 9.27530, 44.63190&deg;N / 9.27530&deg;E, 4361 , 73.06
Mount Sir Alexander, 53.93650, -120.3859, 53.93650&deg;N / 120.3859&deg;W, 12925 , 94.39
Alger Alp ("Little Baldy"), 48.63431, -122.33896, 48.63431&deg;N / 122.33896&deg;W, 8010 , 84.27
Algonquin Peak, 44.14360, -73.9869, 44.14360&deg;N / 73.9869&deg;W, 127481 , 92.59
UN 12349 "Almagre Mountain South", 38.77240, -104.9933, 38.77240&deg;N / 104.9933&deg;W, 6480 , 81.18
Maje e Arapit, 42.43765, 19.75616, 42.43765&deg;N / 19.75616&deg;E, 10859 , 92.85
Allalinhorn, 46.04581, 7.89576, 46.04581&deg;N / 7.89576&deg;E, 69866 , 98.24
La Alcazaba, 37.06723, -3.30122, 37.06723&deg;N / 3.30122&deg;W, 3825 , 71.06
Allison Peak, 49.75045, -114.64396, 49.75045&deg;N / 114.64396&deg;W, 3197 , 83.1
Allison Ridge, 35.58073, -82.24342, 35.58073&deg;N / 82.24342&deg;W, 3867 , 88.19
Alex Lowe Peak, 45.42713, -111.01444, 45.42713&deg;N / 111.01444&deg;W, 10557 , 79.04
Allsop Peaks, 40.77320, -110.68292, 40.77320&deg;N / 110.68292&deg;W, 4677 , 88.19
Mount Alpenglow, 60.87500, -149.33372, 60.87500&deg;N / 149.33372&deg;W, 5022 , 90.13
Alpine Peak, 39.68620, -105.682, 39.68620&deg;N / 105.682&deg;W, 3418 , 75.67
Alma Negra, -32.1166, -70.1667, 32.1166&deg;S / 70.1667&deg;W, 8148 , 82.48
Aliso Peak, 33.50918, -117.7444, 33.50918&deg;N / 117.7444&deg;W, 4169 , 79.04
Allen Mountain, 44.07080, -73.94, 44.07080&deg;N / 73.94&deg;W, 32466 , 76.93
Allen Peak, 34.08050, -116.9867, 34.08050&deg;N / 116.9867&deg;W, 7101 , 82.48
Aletschhorn, 46.46670, 7.98330, 46.46670&deg;N / 7.98330&deg;E, 39005 , 90.72
Allen Crags, 54.46625, -3.17943, 54.46625&deg;N / 3.17943&deg;W, 2539 , 85.79
Almagre Mountain, 38.79140, -104.9933, 38.79140&deg;N / 104.9933&deg;W, 34138 , 86.37
Mount Allison, 37.50000, -121.87, 37.50000&deg;N / 121.87&deg;W, 15494 , 88.53
Mount Alice, 40.23950, -105.6632, 40.23950&deg;N / 105.6632&deg;W, 40086 , 91.75
Beinn Alligin, 57.59194, -5.5723, 57.59194&deg;N / 5.5723&deg;W, 9222 , 90.13
Allen Mountain, 48.75803, -113.65761, 48.75803&deg;N / 113.65761&deg;W, 15817 , 94.44
Alpamayo, -8.87878, -77.65352, 8.87878&deg;S / 77.65352&deg;W, 118270 , 99.03
Alphubel, 46.06277, 7.86389, 46.06277&deg;N / 7.86389&deg;E, 42613 , 94.44
Alpine Baldy, 47.74222, -121.24652, 47.74222&deg;N / 121.24652&deg;W, 4697 , 83.1
Poncione d'Alnasca, 46.29215, 8.82339, 46.29215&deg;N / 8.82339&deg;E, 7011 , 86.37
Alpesisa, 44.48074, 9.04175, 44.48074&deg;N / 9.04175&deg;E, 6796 , 80.01
Almendron, 36.82512, -3.84011, 36.82512&deg;N / 3.84011&deg;W, 6768 , 87.76
Alpine Peak, 39.68620, -105.682, 39.68620&deg;N / 105.682&deg;W, 3418 , 75.67
Alpine Lookout, 47.81197, -120.86448, 47.81197&deg;N / 120.86448&deg;W, 7141 , 79.78
Almanzor, 40.24725, -5.29615, 40.24725&deg;N / 5.29615&deg;W, 24882 , 95.01
Front Range, 39.58000, -105.64, 39.58000&deg;N / 105.64&deg;W, 77971 , 98.82
Alpine Walk Peak, 39.38352, -119.90723, 39.38352&deg;N / 119.90723&deg;W, 5602 , 82.48
Alpine Peak, 44.17170, -115.0486, 44.17170&deg;N / 115.0486&deg;W, 20237 , 86.9
Punta Alpini, 46.52663, 12.02711, 46.52663&deg;N / 12.02711&deg;E, 1099 , 85.12
Altels 3629m, 46.42934, 7.67738, 46.42934&deg;N / 7.67738&deg;E, 10776 , 88.61
Altavista de Gran Canaria, 28.01024, -15.70908, 28.01024&deg;N / 15.70908&deg;W, 13297 , 81.18
Alta Peak, 36.59060, -118.6611, 36.59060&deg;N / 118.6611&deg;W, 70556 , 93.63
Altoona Hill, 46.27715, -123.63027, 46.27715&deg;N / 123.63027&deg;W, 3082 , 79.78
Alto dos Ivos Peak, -22.3943, -44.80356, 22.3943&deg;S / 44.80356&deg;W, 2004 , 84.27
Alta Mountain, 47.44080, -121.3308, 47.44080&deg;N / 121.3308&deg;W, 22029 , 82.97
Altair Peak, 43.79260, -114.0065, 43.79260&deg;N / 114.0065&deg;W, 8283 , 90.48
Al’s Crag 5.7-5.10b, 34.06989, -116.17167, 34.06989&deg;N / 116.17167&deg;W, 172 , 74.92
Alps Mountain, 39.72726, -105.59604, 39.72726&deg;N / 105.59604&deg;W, 4868 , 74.26
Amagat Peak, 54.89660, -162.88107, 54.89660&deg;N / 162.88107&deg;W, 2027 , 75.81
Alston Fin, 50.02100, -126.237, 50.02100&deg;N / 126.237&deg;W, 1633 , 83.1
Altschloßfelsen, 49.10350, 7.53730, 49.10350&deg;N / 7.53730&deg;E, 6941 , 80.84
Alpspitze, 47.42939, 11.04821, 47.42939&deg;N / 11.04821&deg;E, 24909 , 89.77
Monte Altissimo di Nago, 45.81002, 10.88895, 45.81002&deg;N / 10.88895&deg;E, 8752 , 85.87
Altos de Uteza, 28.12831, -17.15519, 28.12831&deg;N / 17.15519&deg;W, 4190 , 87.66
Altare dello Stincone, 42.06226, 14.11870, 42.06226&deg;N / 14.11870&deg;E, 995 , 80.49
Alto Toroni, -19.753, -68.697, 19.753&deg;S / 68.697&deg;W, 698 , 72.19
Altyn Peak, 48.81330, -113.6562, 48.81330&deg;N / 113.6562&deg;W, 8326 , 88.19
Mount Alyeska, 60.95628, -149.05804, 60.95628&deg;N / 149.05804&deg;W, 14283 , 81.75
Alvord Peak, 42.34722, -118.70285, 42.34722&deg;N / 118.70285&deg;W, 7314 , 91.45
Amabilis Mountain, 47.29350, -121.2616, 47.29350&deg;N / 121.2616&deg;W, 8012 , 75.81
American Flag Mountain, 38.93280, -106.7181, 38.93280&deg;N / 106.7181&deg;W, 13309 , 72.08
